critic_name,genre,liked_percent
David Nusair,Animation,62.44274809160305
David Nusair,Art House & International,50.0
David Nusair,Classics,68.4981684981685
David Nusair,Comedy,47.61459307764266
David Nusair,Cult Movies,88.23529411764706
David Nusair,Documentary,68.93203883495146
David Nusair,Drama,59.25608011444922
David Nusair,Horror,51.46048109965635
David Nusair,Kids & Family,53.326612903225815
David Nusair,Musical & Performing Arts,61.0062893081761
David Nusair,Mystery & Suspense,61.771786230139625
David Nusair,Romance,57.74647887323944
David Nusair,Science Fiction & Fantasy,53.835425383542535
David Nusair,Special Interest,65.625
David Nusair,Sports & Fitness,51.92307692307693
David Nusair,Television,48.484848484848484
David Nusair,Western,51.64835164835166
Dennis Schwartz,Action & Adventure,47.92473713337023
Dennis Schwartz,Animation,87.2289156626506
Dennis Schwartz,Art House & International,45.92687620269403
Dennis Schwartz,Classics,87.1875
Dennis Schwartz,Comedy,51.183431952662716
Dennis Schwartz,Cult Movies,65.21739130434783
Dennis Schwartz,Documentary,87.5
Dennis Schwartz,Drama,54.49234488315874
Dennis Schwartz,Faith & Spirituality,30.76923076923077
Dennis Schwartz,Gay & Lesbian,93.75
Dennis Schwartz,Horror,46.348314606741575
Dennis Schwartz,Kids & Family,77.99607072691552
Dennis Schwartz,Musical & Performing Arts,72.31270358306189
Dennis Schwartz,Mystery & Suspense,49.892933618843685
Dennis Schwartz,Romance,34.416543574593796
Dennis Schwartz,Science Fiction & Fantasy,60.219263899765075
Dennis Schwartz,Special Interest,78.38616714697406
Dennis Schwartz,Sports & Fitness,68.62745098039215
Dennis Schwartz,Television,90.0
Dennis Schwartz,Western,57.92682926829268
Duane Dudek,Action & Adventure,60.518292682926834
Duane Dudek,Animation,77.5330396475771
Duane Dudek,Art House & International,94.08866995073892
Duane Dudek,Classics,77.14285714285715
Duane Dudek,Comedy,59.01060070671378
Duane Dudek,Documentary,87.09677419354838
Duane Dudek,Drama,79.35924369747899
Duane Dudek,Gay & Lesbian,50.0
Duane Dudek,Horror,43.529411764705884
Duane Dudek,Kids & Family,67.3913043478261
Duane Dudek,Musical & Performing Arts,76.05633802816901
Duane Dudek,Mystery & Suspense,57.943925233644855
Duane Dudek,Romance,90.14267185473412
Duane Dudek,Science Fiction & Fantasy,56.07064017660044
Duane Dudek,Special Interest,91.56626506024097
Duane Dudek,Sports & Fitness,83.33333333333334
Duane Dudek,Television,83.33333333333334
Duane Dudek,Western,53.84615384615385
Dustin Putman,Action & Adventure,40.68021201413428
Dustin Putman,Animation,57.55813953488372
Dustin Putman,Art House & International,79.5774647887324
Dustin Putman,Classics,75.83333333333333
Dustin Putman,Comedy,42.238154613466335
Dustin Putman,Cult Movies,66.66666666666666
Dustin Putman,Documentary,25.384615384615383
Dustin Putman,Drama,55.236294896030245
Dustin Putman,Faith & Spirituality,50.0
Dustin Putman,Horror,58.10684161199625
Dustin Putman,Kids & Family,50.74135090609555
Dustin Putman,Musical & Performing Arts,65.19337016574586
Dustin Putman,Mystery & Suspense,53.2792004996877
Dustin Putman,Romance,44.052863436123346
Dustin Putman,Science Fiction & Fantasy,48.09215262778977
Dustin Putman,Special Interest,39.53488372093023
Dustin Putman,Sports & Fitness,58.333333333333336
Dustin Putman,Television,33.33333333333333
Dustin Putman,Western,33.9622641509434
Ed Gonzalez,Action & Adventure,31.62251655629139
Ed Gonzalez,Animation,37.29216152019003
Ed Gonzalez,Art House & International,53.03030303030303
Ed Gonzalez,Classics,85.39325842696628
Ed Gonzalez,Comedy,36.95652173913043
Ed Gonzalez,Cult Movies,33.33333333333333
Ed Gonzalez,Documentary,55.00000000000001
Ed Gonzalez,Drama,40.35493827160494
Ed Gonzalez,Horror,44.47674418604651
Ed Gonzalez,Kids & Family,34.04255319148936
Ed Gonzalez,Musical & Performing Arts,34.21052631578947
Ed Gonzalez,Mystery & Suspense,42.4793388429752
Ed Gonzalez,Romance,34.099616858237546
Ed Gonzalez,Science Fiction & Fantasy,37.851662404092075
Ed Gonzalez,Special Interest,54.71698113207547
Ed Gonzalez,Sports & Fitness,27.77777777777778
Ed Gonzalez,Television,76.92307692307693
Ed Gonzalez,Western,33.33333333333333
Edward Douglas,Action & Adventure,63.61233480176212
Edward Douglas,Animation,73.97260273972603
Edward Douglas,Art House & International,73.10126582278481
Edward Douglas,Classics,83.33333333333334
Edward Douglas,Comedy,63.97174254317112
Edward Douglas,Documentary,89.52879581151832
Edward Douglas,Drama,68.50436681222706
Edward Douglas,Horror,52.8023598820059
Edward Douglas,Kids & Family,72.72727272727273
Edward Douglas,Musical & Performing Arts,60.67415730337079
Edward Douglas,Mystery & Suspense,64.58885941644562
Edward Douglas,Romance,54.41595441595442
Edward Douglas,Science Fiction & Fantasy,64.04160475482912
Edward Douglas,Special Interest,88.38709677419355
Edward Douglas,Sports & Fitness,78.57142857142857
Edward Douglas,Television,92.3076923076923
Edward Douglas,Western,68.96551724137932
Elizabeth Weitzman,Action & Adventure,55.301794453507334
Elizabeth Weitzman,Animation,79.58333333333333
Elizabeth Weitzman,Art House & International,70.73170731707317
Elizabeth Weitzman,Classics,42.857142857142854
Elizabeth Weitzman,Comedy,39.466089466089464
Elizabeth Weitzman,Documentary,74.28571428571429
Elizabeth Weitzman,Drama,44.93898061737258
Elizabeth Weitzman,Faith & Spirituality,30.0
Elizabeth Weitzman,Gay & Lesbian,40.0
Elizabeth Weitzman,Horror,52.42718446601942
Elizabeth Weitzman,Kids & Family,66.1807580174927
Elizabeth Weitzman,Musical & Performing Arts,73.10924369747899
Elizabeth Weitzman,Mystery & Suspense,50.672645739910315
Elizabeth Weitzman,Romance,37.84722222222222
Elizabeth Weitzman,Science Fiction & Fantasy,58.71559633027523
Elizabeth Weitzman,Special Interest,72.38805970149254
Elizabeth Weitzman,Sports & Fitness,41.66666666666667
Elizabeth Weitzman,Television,75.0
Elizabeth Weitzman,Western,36.84210526315789
Emanuel Levy,Action & Adventure,58.26645264847512
Emanuel Levy,Animation,79.87012987012987
Emanuel Levy,Art House & International,91.47005444646098
Emanuel Levy,Classics,86.16352201257862
Emanuel Levy,Comedy,52.94117647058824
Emanuel Levy,Documentary,97.36842105263158
Emanuel Levy,Drama,71.01876675603216
Emanuel Levy,Horror,53.036437246963565
Emanuel Levy,Kids & Family,71.5311004784689
Emanuel Levy,Musical & Performing Arts,78.2258064516129
Emanuel Levy,Mystery & Suspense,66.44736842105263
Emanuel Levy,Romance,79.140625
Emanuel Levy,Science Fiction & Fantasy,58.90227576974565
Emanuel Levy,Special Interest,79.82456140350878
Emanuel Levy,Sports & Fitness,91.42857142857143
Emanuel Levy,Television,97.2972972972973
Emanuel Levy,Western,81.92771084337349
Eric D. Snider,Action & Adventure,52.402334979793444
Eric D. Snider,Animation,63.13131313131313
Eric D. Snider,Art House & International,93.78468368479467
Eric D. Snider,Classics,66.66666666666666
Eric D. Snider,Comedy,54.42108775442108
Eric D. Snider,Cult Movies,75.0
Eric D. Snider,Documentary,76.878612716763
Eric D. Snider,Drama,67.49796692870696
Eric D. Snider,Faith & Spirituality,19.047619047619047
Eric D. Snider,Gay & Lesbian,40.0
Eric D. Snider,Horror,52.345679012345684
Eric D. Snider,Kids & Family,57.738646895273405
Eric D. Snider,Musical & Performing Arts,63.101604278074866
Eric D. Snider,Mystery & Suspense,58.03389830508474
Eric D. Snider,Romance,72.75021026072329
Eric D. Snider,Science Fiction & Fantasy,52.35478806907379
Eric D. Snider,Special Interest,84.71337579617835
Eric D. Snider,Sports & Fitness,70.37037037037037
Eric D. Snider,Television,33.33333333333333
Eric D. Snider,Western,48.07692307692308
Erik Childress,Action & Adventure,41.34969325153374
Erik Childress,Animation,68.11145510835914
Erik Childress,Art House & International,61.66666666666667
Erik Childress,Classics,69.6969696969697
Erik Childress,Comedy,52.794411177644704
Erik Childress,Documentary,77.41935483870968
Erik Childress,Drama,49.2093023255814
Erik Childress,Horror,50.45454545454545
Erik Childress,Kids & Family,62.98507462686567
Erik Childress,Musical & Performing Arts,38.983050847457626
Erik Childress,Mystery & Suspense,46.890756302521005
Erik Childress,Romance,31.25
Erik Childress,Science Fiction & Fantasy,42.64069264069264
Erik Childress,Special Interest,68.57142857142857
Erik Childress,Sports & Fitness,69.23076923076923
Erik Childress,Television,66.66666666666666
Erik Childress,Western,66.66666666666666
Eugene Novikov,Action & Adventure,55.14705882352941
Eugene Novikov,Animation,73.07692307692307
Eugene Novikov,Art House & International,73.52941176470588
Eugene Novikov,Classics,76.31578947368422
Eugene Novikov,Comedy,54.76603119584056
Eugene Novikov,Cult Movies,20.0
Eugene Novikov,Documentary,75.71428571428571
Eugene Novikov,Drama,62.832494608195546
Eugene Novikov,Horror,47.65342960288809
Eugene Novikov,Kids & Family,64.73214285714286
Eugene Novikov,Musical & Performing Arts,73.33333333333333
Eugene Novikov,Mystery & Suspense,61.48036253776436
Eugene Novikov,Romance,51.35135135135135
Eugene Novikov,Science Fiction & Fantasy,70.55555555555556
Eugene Novikov,Special Interest,67.46987951807229
Eugene Novikov,Sports & Fitness,27.27272727272727
Eugene Novikov,Television,75.0
Eugene Novikov,Western,41.37931034482759
Frank Ochieng,Action & Adventure,39.195402298850574
Frank Ochieng,Animation,54.97076023391813
Frank Ochieng,Art House & International,74.0
Frank Ochieng,Classics,82.92682926829268
Frank Ochieng,Comedy,33.15412186379928
Frank Ochieng,Documentary,86.11111111111111
Frank Ochieng,Drama,49.950149551345966
Frank Ochieng,Horror,20.37617554858934
Frank Ochieng,Kids & Family,33.75
Frank Ochieng,Musical & Performing Arts,60.60606060606061
Frank Ochieng,Mystery & Suspense,33.726812816188875
Frank Ochieng,Romance,36.23853211009174
Frank Ochieng,Science Fiction & Fantasy,44.08352668213457
Frank Ochieng,Special Interest,63.829787234042556
Frank Ochieng,Sports & Fitness,71.42857142857143
Frank Ochieng,Television,22.22222222222222
Frank Ochieng,Western,56.52173913043478
Frank Swietek,Action & Adventure,25.86656727543794
Frank Swietek,Animation,45.00525762355415
Frank Swietek,Art House & International,71.7357910906298
Frank Swietek,Classics,58.730158730158735
Frank Swietek,Comedy,26.541140056744904
Frank Swietek,Cult Movies,25.0
Frank Swietek,Documentary,57.71276595744681
Frank Swietek,Drama,44.00826446280991
Frank Swietek,Faith & Spirituality,21.428571428571427
Frank Swietek,Gay & Lesbian,37.5
Frank Swietek,Horror,14.522292993630574
Frank Swietek,Kids & Family,34.47180301826847
Frank Swietek,Musical & Performing Arts,35.60606060606061
Frank Swietek,Mystery & Suspense,26.21035058430718
Frank Swietek,Romance,53.04709141274239
Frank Swietek,Science Fiction & Fantasy,26.907356948228884
Frank Swietek,Special Interest,55.47945205479452
Frank Swietek,Sports & Fitness,32.467532467532465
Frank Swietek,Television,67.56756756756756
Frank Swietek,Western,56.09756097560976
Frederic and Mary Ann Brussat,Action & Adventure,63.92742796157951
Frederic and Mary Ann Brussat,Animation,81.3807531380753
Frederic and Mary Ann Brussat,Art House & International,95.65602836879432
Frederic and Mary Ann Brussat,Classics,84.90566037735849
Frederic and Mary Ann Brussat,Comedy,72.58713136729223
Frederic and Mary Ann Brussat,Cult Movies,66.66666666666666
Frederic and Mary Ann Brussat,Documentary,93.09309309309309
Frederic and Mary Ann Brussat,Drama,86.66457483526828
Frederic and Mary Ann Brussat,Faith & Spirituality,44.827586206896555
Frederic and Mary Ann Brussat,Horror,50.0
Frederic and Mary Ann Brussat,Kids & Family,79.50413223140495
Frederic and Mary Ann Brussat,Musical & Performing Arts,77.77777777777779
Frederic and Mary Ann Brussat,Mystery & Suspense,71.40468227424749
Frederic and Mary Ann Brussat,Romance,86.11369990680335
Frederic and Mary Ann Brussat,Science Fiction & Fantasy,75.26717557251908
Frederic and Mary Ann Brussat,Special Interest,96.89922480620154
Frederic and Mary Ann Brussat,Sports & Fitness,91.48936170212765
Frederic and Mary Ann Brussat,Western,55.319148936170215
Gary Thompson,Action & Adventure,55.16194331983806
Gary Thompson,Animation,78.16901408450704
Gary Thompson,Art House & International,72.81553398058253
Gary Thompson,Classics,64.70588235294117
Gary Thompson,Comedy,52.910512597741096
Gary Thompson,Documentary,76.62337662337663
Gary Thompson,Drama,61.27415891195419
Gary Thompson,Horror,49.390243902439025
Gary Thompson,Kids & Family,64.91228070175438
Gary Thompson,Musical & Performing Arts,75.38461538461539
Gary Thompson,Mystery & Suspense,55.484896661367245
Gary Thompson,Romance,43.54838709677419
Gary Thompson,Science Fiction & Fantasy,52.244165170556556
